Body_Type,Kilometers_Driven,Owner_Count,oem,model,modelYear,price,Fuel_Type,Transmission,Engine_CC,Length_mm,Height_mm,Wheel_Base_mm,Kerb_weight_kg,Tyre_Type,Mileage_Kmpl,Max_Power_BHP,Torque_Nm,Seats,Wheel_size,City
Hatchback,22264,1,Maruti,Maruti Alto 800,2021,429000.0,Petrol,Manual,796.0,3445.0,1475.0,2360.0,762.0,Tubeless,22.05,47.33,69.0,5.0,15.697549201633866,Hyderabad
Hatchback,103763,1,Maruti,Maruti Ignis,2018,376000.0,Petrol,Manual,1197.0,3700.0,1595.0,2435.0,825.0,TubelessRadial,20.89,81.8,113.0,5.0,15.697549201633866,Hyderabad
SUV,109000,1,Volvo,Volvo XC60,2012,1015000.0,Diesel,Automatic,1985.0,4627.0,1713.0,2774.0,1670.0,TubelessRadial,14.7,163.0,400.0,5.0,17.0,Hyderabad
Hatchback,49043,2,Hyundai,Hyundai i10,2012,312000.0,Petrol,Manual,1197.0,3585.0,1550.0,2380.0,930.0,TubelessRadial,20.36,78.9,111.7,5.0,13.0,Hyderabad
Hatchback,70666,2,Maruti,Maruti Celerio,2017,492000.0,Petrol,Automatic,998.0,3695.0,1560.0,2425.0,850.0,TubelessRadial,23.1,67.04,90.0,5.0,15.697549201633866,Hyderabad
SUV,128000,1,Land Rover,Land Rover Range Rover Sport,2011,3700000.0,Diesel,Automatic,2993.0,4788.0,1784.0,2745.0,2675.0,TubelessRadial,14.7,241.6,600.0,5.0,17.0,Hyderabad
Sedan,65815,1,Maruti,Maruti Swift Dzire,2018,800000.0,Diesel,Automatic,1248.0,3995.0,1515.0,2450.0,955990.0,TubelessRadial,28.4,74.02,190.0,5.0,15.0,Hyderabad
Hatchback,79000,1,Maruti,Maruti Alto,2010,165000.0,Petrol,Manual,796.0,3495.0,1460.0,2360.0,705.0,TubelessRadial,19.7,46.3,62.0,5.0,12.0,Hyderabad
Hatchback,48580,1,Maruti,Maruti Baleno,2020,831000.0,Petrol,Automatic,1197.0,3995.0,1510.0,2520.0,935.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Hyderabad
Hatchback,44646,1,Hyundai,Hyundai i20,2018,691000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1066.0,Tubeless,18.6,81.83,114.7,5.0,15.697549201633866,Hyderabad
Hatchback,71963,1,Maruti,Maruti Wagon R,2008,175000.0,Petrol,Manual,998.0,3655.0,1675.0,2435.0,805825.0,TubelessRadial,21.79,67.05,90.0,5.0,15.697549201633866,Hyderabad
Hatchback,26678,2,Hyundai,Hyundai Grand i10,2017,493000.0,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,1120.0,Tubeless,18.9,81.86,113.75,5.0,15.697549201633866,Hyderabad
Sedan,152000,1,Honda,Honda City,2015,599000.0,Diesel,Manual,1498.0,4440.0,1495.0,2600.0,1150.0,TubelessRadial,26.0,98.6,200.0,5.0,15.0,Hyderabad
SUV,101000,1,Ford,Ford Endeavour,2016,2395000.0,Diesel,Automatic,2198.0,4892.0,1837.0,2850.0,1879.0,TubelessRadial,12.62,158.0,385.0,7.0,18.0,Hyderabad
Hatchback,41000,1,Chevrolet,Chevrolet Beat,2012,320000.0,Diesel,Manual,936.0,3640.0,1520.0,2375.0,1010.0,TubelessRadial,25.44,57.6,150.0,5.0,14.0,Hyderabad
SUV,109000,1,Toyota,Toyota Fortuner,2018,3150000.0,Diesel,Manual,2755.0,4795.0,1835.0,2745.0,2360.0,TubelessRadial,14.24,174.5,420.0,7.0,17.0,Hyderabad
Sedan,83000,1,Skoda,Skoda Rapid,2017,825000.0,Diesel,Manual,1498.0,4413.0,1466.0,2552.0,1210.0,TubelessRadial,21.13,108.6,250.0,5.0,16.0,Hyderabad
Hatchback,80000,1,Maruti,Maruti Ritz,2012,375000.0,Diesel,Manual,1248.0,3775.0,1620.0,2360.0,1100.0,TubelessRadial,23.2,73.94,190.0,5.0,15.697549201633866,Hyderabad
Hatchback,94514,3,Maruti,Maruti Swift,2011,323000.0,Diesel,Manual,1248.0,3850.0,1530.0,2430.0,1060.0,TubelessRadial,22.9,74.0,190.0,5.0,14.0,Hyderabad
Sedan,67037,1,Maruti,Maruti Swift Dzire,2015,487000.0,Petrol,Manual,1197.0,3995.0,1515.0,2450.0,880915.0,TubelessRadial,22.41,88.5,113.0,5.0,15.697549201633866,Hyderabad
SUV,120000,1,Mahindra,Mahindra Scorpio,2004,290000.0,Diesel,Manual,2179.0,4430.0,1975.0,2680.0,2020.0,TubelessRadial,10.5,120.0,290.0,8.0,16.0,Hyderabad
Hatchback,35540,2,Toyota,Toyota Glanza,2019,709000.0,Petrol,Manual,1197.0,3990.0,1500.0,2520.0,920955.0,TubelessRadial,22.35,88.5,113.0,5.0,16.0,Hyderabad
SUV,47627,1,Renault,Renault Captur,2019,983000.0,Diesel,Manual,1461.0,4329.0,1626.0,2673.0,1325.0,TubelessRadial,20.37,108.45,240.0,5.0,17.0,Hyderabad
Sedan,98000,1,Toyota,Toyota Corolla Altis,2009,450000.0,Petrol,Automatic,1794.0,4620.0,1475.0,2700.0,1370.0,TubelessRadial,14.53,138.1,173.0,5.0,15.0,Hyderabad
Hatchback,55943,1,Hyundai,Hyundai i20,2018,672000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1066.0,Tubeless,18.6,81.83,114.7,5.0,15.697549201633866,Hyderabad
SUV,71000,1,Hyundai,Hyundai Creta,2018,1350000.0,Diesel,Automatic,1582.0,4270.0,1630.0,2590.0,1320.0,Tubeless,17.01,126.2,259.9,5.0,17.0,Hyderabad
Hatchback,117924,1,Maruti,Maruti Celerio,2018,457000.0,Petrol,Automatic,998.0,3695.0,1560.0,2425.0,850.0,TubelessRadial,23.1,67.04,90.0,5.0,15.697549201633866,Hyderabad
Hatchback,92195,1,Maruti,Maruti Wagon R,2013,311000.0,Petrol,Manual,998.0,3595.0,1700.0,2400.0,885.0,TubelessRadial,18.9,67.1,90.0,5.0,14.0,Hyderabad
Sedan,40000,3,Hyundai,Hyundai Sonata,2003,150000.0,Petrol,Automatic,2359.0,4800.0,1485.0,2730.0,1533.0,TubelessRadial,11.0,165.0,23.6,5.0,16.0,Hyderabad
Hatchback,49009,1,Maruti,Maruti Swift,2018,623000.0,Petrol,Automatic,1197.0,3845.0,1530.0,2450.0,875905.0,TubelessRadial,22.56,88.5,113.0,5.0,15.697549201633866,Hyderabad
SUV,31650,1,Kia,Kia Sonet,2020,1090000.0,Petrol,Automatic,998.0,3995.0,1642.0,2500.0,1505.0,TubelessRadial,18.3,118.36,172.0,5.0,15.697549201633866,Hyderabad
MUV,20000,1,Kia,Kia Carens,2022,1600000.0,Petrol,Manual,1353.0,4540.0,1708.0,2780.0,1570.0,TubelessRadial,16.2,138.05,242.0,7.0,16.0,Hyderabad
Hatchback,70000,1,Hyundai,Hyundai i10,2009,200000.0,Petrol,Manual,1197.0,3585.0,1550.0,2380.0,930.0,TubelessRadial,20.36,78.9,111.7,5.0,13.0,Hyderabad
Sedan,39000,1,Hyundai,Hyundai Verna,2018,925000.0,Diesel,Automatic,1582.0,4440.0,1475.0,2600.0,1245.0,Tubeless,18.0,126.2,259.87,5.0,15.0,Hyderabad
SUV,10000,1,Mahindra,Mahindra XUV300,2022,1150000.0,Petrol,Automatic,1197.0,3995.0,1627.0,2600.0,1350.0,TubelessRadial,16.5,108.62,200.0,5.0,15.697549201633866,Hyderabad
SUV,93615,1,Hyundai,Hyundai Creta,2018,1150000.0,Diesel,Automatic,1582.0,4270.0,1630.0,2590.0,1320.0,Tubeless,17.01,126.2,259.9,5.0,17.0,Hyderabad
MUV,6400,1,Toyota,Toyota Innova Crysta,2022,2550000.0,Petrol,Manual,2694.0,4735.0,1795.0,2750.0,1730.0,TubelessRadial,8.0,163.6,245.0,7.0,16.0,Hyderabad
Sedan,16727,2,Maruti,Maruti Ciaz,2022,894999.9999999999,Petrol,Manual,1462.0,4490.0,1485.0,2650.0,1105.0,TubelessRadial,20.65,103.25,138.0,5.0,15.0,Hyderabad
SUV,63334,3,Hyundai,Hyundai Creta,2019,1009000.0,Petrol,Manual,1591.0,4270.0,1665.0,2590.0,1260.0,Tubeless,15.8,121.3,151.0,5.0,17.0,Hyderabad
SUV,14000,1,Nissan,Nissan Magnite,2021,1050000.0,Petrol,Manual,999.0,3994.0,1572.0,2500.0,1014.0,TubelessRadial,20.0,98.63,160.0,5.0,16.0,Hyderabad
Hatchback,96540,1,Maruti,Maruti Ignis,2018,441000.0,Petrol,Manual,1197.0,3700.0,1595.0,2435.0,835.0,TubelessRadial,20.89,81.8,113.0,5.0,15.697549201633866,Hyderabad
Sedan,92585,1,Toyota,Toyota Yaris,2018,759000.0,Petrol,Automatic,1496.0,4425.0,1495.0,2550.0,1110.0,TubelessRadial,17.8,105.94,140.0,5.0,15.697549201633866,Hyderabad
SUV,53861,1,Ford,Ford Ecosport,2014,425000.0,Petrol,Manual,1499.0,3999.0,1708.0,2520.0,1290.0,TubelessRadial,15.8,110.0,140.0,5.0,15.697549201633866,Hyderabad
Hatchback,65761,2,Maruti,Maruti Wagon R,2012,306000.0,Petrol,Manual,998.0,3595.0,1700.0,2400.0,870.0,TubelessRadial,18.9,67.1,90.0,5.0,13.0,Hyderabad
Sedan,67000,2,Volkswagen,Volkswagen Vento,2015,600000.0,Diesel,Manual,1498.0,4390.0,1467.0,2553.0,1216.0,TubelessRadial,22.27,108.6,250.0,5.0,15.0,Hyderabad
SUV,122100,2,Jeep,Jeep Compass,2018,1385000.0,Diesel,Manual,1956.0,4395.0,1640.0,2636.0,1562.0,TubelessRadial,17.1,170.0,350.0,5.0,17.0,Hyderabad
Sedan,53873,1,Maruti,Maruti Swift Dzire,2017,736000.0,Diesel,Automatic,1248.0,3995.0,1515.0,2450.0,955990.0,TubelessRadial,28.4,74.02,190.0,5.0,15.0,Hyderabad
SUV,60000,1,Maruti,Maruti Vitara Brezza,2019,840000.0,Diesel,Manual,1248.0,3995.0,1640.0,2500.0,1190.0,TubelessRadial,24.3,88.5,200.0,5.0,16.0,Hyderabad
Hatchback,89197,2,Maruti,Maruti Swift,2013,426000.0,Diesel,Manual,1248.0,3850.0,1530.0,2430.0,1060.0,TubelessRadial,22.9,74.0,190.0,5.0,14.0,Hyderabad
Hatchback,30000,1,Datsun,Datsun RediGO,2020,305000.0,Petrol,Manual,799.0,3429.0,1541.0,2348.0,710.0,TubelessRadial,22.7,53.64,72.0,5.0,15.697549201633866,Hyderabad
Hatchback,70000,1,Hyundai,Hyundai i20,2018,629000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1066.0,Tubeless,18.6,81.83,114.7,5.0,15.697549201633866,Hyderabad
Hatchback,28700,1,Maruti,Maruti Baleno,2021,869000.0,Petrol,Automatic,1197.0,3995.0,1510.0,2520.0,910935.0,TubelessRadial,19.56,81.8,113.0,5.0,16.0,Hyderabad
Sedan,20000,2,Volkswagen,Volkswagen Virtus,2022,1850000.0,Petrol,Automatic,999.0,4561.0,1507.0,2651.0,1245.0,TubelessRadial,18.12,113.98,178.0,5.0,16.0,Hyderabad
Hatchback,91629,1,Hyundai,Hyundai i10,2012,300000.0,Petrol,Manual,1197.0,3565.0,1550.0,2380.0,930.0,TubelessRadial,20.36,78.9,111.8,5.0,13.0,Hyderabad
Hatchback,30000,1,Ford,Ford Freestyle,2021,850000.0,Diesel,Manual,1499.0,3954.0,1570.0,2490.0,10621080.0,Tubeless,23.8,98.96,215.0,5.0,15.0,Hyderabad
Hatchback,7058,1,Maruti,Maruti Baleno,2022,869999.9999999999,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,865890.0,TubelessRadial,21.01,81.8,113.0,5.0,16.0,Hyderabad
Sedan,86500,1,Maruti,Maruti Swift Dzire,2017,775000.0,Diesel,Automatic,1248.0,3995.0,1515.0,2450.0,955990.0,TubelessRadial,28.4,74.02,190.0,5.0,15.0,Hyderabad
Sedan,76438,2,Honda,Honda Amaze,2015,416000.0,Petrol,Manual,1198.0,3990.0,1505.0,2405.0,950.0,TubelessRadial,18.0,86.7,109.0,5.0,15.697549201633866,Hyderabad
SUV,24489,2,Hyundai,Hyundai Creta,2017,1025000.0,Petrol,Manual,1591.0,4270.0,1630.0,2590.0,1280.0,Tubeless,13.0,121.3,151.0,5.0,17.0,Hyderabad
Hatchback,20000,1,Maruti,Maruti Swift,2022,790000.0,Petrol,Automatic,1197.0,3845.0,1530.0,2450.0,875905.0,TubelessRadial,22.56,88.5,113.0,5.0,15.697549201633866,Hyderabad
Sedan,110600,1,Hyundai,Hyundai Verna,2017,855000.0000000001,Diesel,Manual,1582.0,4375.0,1475.0,2570.0,1310.0,Tubeless,23.9,126.2,259.9,5.0,16.0,Hyderabad
Hatchback,63840,2,Maruti,Maruti Baleno,2019,649000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,870.0,TubelessRadial,21.4,83.1,115.0,5.0,15.697549201633866,Hyderabad
Hatchback,74000,1,Hyundai,Hyundai i10,2009,229999.99999999997,Petrol,Manual,1197.0,3585.0,1550.0,2380.0,930.0,TubelessRadial,20.36,78.9,111.7,5.0,13.0,Hyderabad
Hatchback,21314,1,Tata,Tata Tiago,2021,599000.0,Petrol,Manual,1199.0,3765.0,1535.0,2400.0,982.0,TubelessRadial,19.01,84.82,113.0,5.0,15.697549201633866,Hyderabad
Sedan,40007,1,Hyundai,Hyundai Verna,2017,900000.0,Diesel,Automatic,1582.0,4440.0,1475.0,2600.0,1245.0,Tubeless,18.0,126.2,259.87,5.0,15.0,Hyderabad
Sedan,89997,2,Maruti,Maruti Swift Dzire,2015,622000.0,Diesel,Manual,1248.0,3995.0,1555.0,2430.0,1055.0,TubelessRadial,26.59,74.0,190.0,5.0,15.697549201633866,Hyderabad
Hatchback,64736,1,Honda,Honda Brio,2014,362000.0,Petrol,Manual,1198.0,3610.0,1500.0,2345.0,925.0,TubelessRadial,19.4,86.8,109.0,5.0,15.697549201633866,Hyderabad
SUV,105000,1,Audi,Audi Q3,2013,1295000.0,Diesel,Automatic,1968.0,4385.0,1608.0,2603.0,1660.0,TubelessRadial,15.73,174.33,380.0,5.0,16.0,Hyderabad
SUV,40687,1,Maruti,Maruti SX4 S Cross,2020,964000.0,Petrol,Manual,1462.0,4300.0,1595.0,2600.0,11301170.0,TubelessRadial,18.55,103.25,138.0,5.0,16.0,Hyderabad
Sedan,33000,2,Ford,Ford Fiesta,2012,395000.0,Petrol,Automatic,1499.0,4291.0,1496.0,2489.0,1110.0,TubelessRadial,16.97,107.5,140.0,5.0,15.0,Hyderabad
Hatchback,57000,1,Maruti,Maruti Celerio,2016,459999.99999999994,Petrol,Automatic,998.0,3715.0,1565.0,2425.0,840.0,TubelessRadial,23.1,67.04,90.0,5.0,15.697549201633866,Hyderabad
MUV,120000,2,Toyota,Toyota Innova,2006,400000.0,Diesel,Manual,2494.0,4580.0,1755.0,2750.0,1670.0,TubelessRadial,12.8,102.0,20.4,8.0,15.0,Hyderabad
SUV,88000,1,Kia,Kia Seltos,2019,1325000.0,Diesel,Manual,1493.0,4315.0,1645.0,2610.0,1535.0,TubelessRadial,20.8,113.43,250.0,5.0,17.0,Hyderabad
Hatchback,80000,3,Hyundai,Hyundai i10,2009,215000.0,Petrol,Manual,1197.0,3585.0,1550.0,2380.0,960.0,TubelessRadial,20.36,78.9,111.8,5.0,13.0,Hyderabad
SUV,49500,1,Hyundai,Hyundai Venue,2020,1050000.0,Petrol,Manual,998.0,3995.0,1605.0,2500.0,1340.0,Radial,18.0,118.35,171.6,5.0,15.697549201633866,Hyderabad
Hatchback,15985,1,Renault,Renault KWID,2020,465000.00000000006,Petrol,Manual,999.0,3731.0,1474.0,2520.0,699.0,TubelessRadial,21.46,67.06,91.0,5.0,15.697549201633866,Hyderabad
Sedan,85871,2,Honda,Honda City,2015,574000.0,Petrol,Manual,1497.0,4440.0,1495.0,2600.0,1049.0,TubelessRadial,17.4,117.3,145.0,5.0,15.0,Hyderabad
Hatchback,73665,1,Hyundai,Hyundai i10,2012,295000.0,Petrol,Manual,1197.0,3585.0,1550.0,2380.0,960.0,TubelessRadial,20.36,78.9,111.8,5.0,13.0,Hyderabad
SUV,31614,1,Land Rover,Land Rover Range Rover,2020,26000000.0,Petrol,Automatic,2995.0,5200.0,1868.0,3120.0,2330.0,TubelessRadial,13.33,335.25,450.0,5.0,20.0,Hyderabad
Sedan,70380,1,Tata,Tata Tigor,2021,707000.0,Petrol,Manual,1199.0,3993.0,1532.0,2450.0,1030.0,TubelessRadial,19.28,84.82,113.0,5.0,15.0,Hyderabad
Hatchback,73202,1,Hyundai,Hyundai i20,2016,605000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1066.0,Tubeless,18.6,81.83,114.7,5.0,16.0,Hyderabad
Sedan,80000,1,Honda,Honda Amaze,2016,565000.0,Petrol,Automatic,1199.0,3995.0,1501.0,2470.0,942.0,TubelessRadial,18.3,88.76,110.0,5.0,15.697549201633866,Hyderabad
Hatchback,58006,1,Maruti,Maruti Swift,2017,608000.0,Diesel,Manual,1248.0,3840.0,1530.0,2450.0,965.0,Tubeless,25.2,74.0,190.0,5.0,15.697549201633866,Hyderabad
Hatchback,64000,1,Maruti,Maruti Swift,2019,725000.0,Petrol,Automatic,1197.0,3840.0,1530.0,2450.0,855885.0,Tubeless,21.21,81.8,113.0,5.0,15.697549201633866,Hyderabad
Hatchback,50670,2,Honda,Honda Brio,2014,369000.0,Petrol,Manual,1198.0,3610.0,1500.0,2345.0,925.0,TubelessRadial,19.4,86.8,109.0,5.0,15.697549201633866,Hyderabad
Hatchback,41058,2,Hyundai,Hyundai Santro,2020,508000.0,Petrol,Automatic,1086.0,3610.0,1560.0,2400.0,1070.0,TubelessRadial,20.3,68.05,99.0,5.0,15.697549201633866,Hyderabad
SUV,120000,1,Renault,Renault Duster,2013,360000.0,Diesel,Manual,1461.0,4315.0,1695.0,2673.0,1240.0,TubelessRadial,20.45,83.8,200.0,5.0,16.0,Hyderabad
Hatchback,56367,2,Maruti,Maruti Wagon R Stingray,2014,399000.0,Petrol,Manual,998.0,3636.0,1670.0,2400.0,885.0,Tubeless,20.51,67.04,90.0,5.0,14.0,Hyderabad
SUV,41000,1,Hyundai,Hyundai Venue,2019,919999.9999999999,Petrol,Manual,998.0,3995.0,1605.0,2500.0,1200.0,Radial,18.27,118.35,171.6,5.0,15.697549201633866,Hyderabad
Hatchback,40000,1,Hyundai,Hyundai i20,2019,740000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1140.0,Tubeless,18.6,81.86,117.0,5.0,15.0,Hyderabad
Hatchback,16000,1,Hyundai,Hyundai Grand i10,2016,625000.0,Petrol,Automatic,1197.0,3765.0,1520.0,2425.0,935.0,Tubeless,18.9,82.0,114.0,5.0,15.697549201633866,Hyderabad
Hatchback,69900,1,Maruti,Maruti Celerio,2016,450000.0,Petrol,Automatic,998.0,3715.0,1565.0,2425.0,845.0,TubelessRadial,23.1,67.04,90.0,5.0,15.697549201633866,Hyderabad
Sedan,120000,1,Honda,Honda City,2016,650000.0,Petrol,Manual,1497.0,4440.0,1495.0,2600.0,1065.0,TubelessRadial,17.8,117.3,145.0,5.0,15.0,Hyderabad
Hatchback,95000,1,Tata,Tata Tiago,2016,450000.0,Petrol,Manual,1199.0,3746.0,1535.0,2400.0,1012.0,Tubeless,23.84,84.0,114.0,5.0,14.0,Hyderabad
Sedan,35000,1,Audi,Audi A3,2018,2445000.0,Diesel,Automatic,1968.0,4458.0,1416.0,2637.0,1490.0,TubelessRadial,20.38,143.0,320.0,5.0,16.0,Hyderabad
Sedan,66000,1,Honda,Honda City,2014,675000.0,Petrol,Automatic,1497.0,4440.0,1495.0,2600.0,1065.0,TubelessRadial,18.0,117.3,145.0,5.0,15.697549201633866,Hyderabad
Sedan,67905,1,Maruti,Maruti Ciaz,2016,652000.0,Diesel,Manual,1248.0,4490.0,1485.0,2650.0,1115.0,TubelessRadial,28.09,88.5,200.0,5.0,15.697549201633866,Hyderabad
Hatchback,19348,1,Hyundai,Hyundai Santro,2019,496000.0,Petrol,Manual,1086.0,3610.0,1560.0,2400.0,1050.0,TubelessRadial,20.3,68.0,99.0,5.0,15.697549201633866,Hyderabad
Sedan,35000,1,Honda,Honda Amaze,2017,650000.0,Petrol,Manual,1198.0,3990.0,1505.0,2405.0,955.0,TubelessRadial,17.8,86.7,109.0,5.0,15.697549201633866,Hyderabad
Sedan,30811,1,Hyundai,Hyundai Verna,2017,789000.0,Petrol,Manual,1591.0,4375.0,1475.0,2570.0,1290.0,Tubeless,17.01,121.3,154.9,5.0,16.0,Hyderabad
Hatchback,73227,2,Maruti,Maruti Celerio X,2019,458000.0,Petrol,Manual,998.0,3715.0,1565.0,2425.0,835.0,TubelessRadial,21.63,67.05,90.0,5.0,15.697549201633866,Hyderabad
Sedan,80000,2,Tata,Tata Manza,2010,200000.0,Diesel,Manual,1248.0,4413.0,1550.0,2520.0,1210.0,TubelessRadial,19.0,90.0,200.0,5.0,15.697549201633866,Hyderabad
Hatchback,90184,1,Honda,Honda Brio,2012,311000.0,Petrol,Manual,1198.0,3610.0,1500.0,2345.0,915.0,TubelessRadial,19.4,86.8,109.0,5.0,14.0,Hyderabad
SUV,30000,1,Maruti,Maruti SX4 S Cross,2021,1000000.0,Petrol,Manual,1462.0,4300.0,1595.0,2600.0,11301170.0,TubelessRadial,18.55,103.25,138.0,5.0,16.0,Hyderabad
Sedan,66039,1,Hyundai,Hyundai Verna,2016,613000.0,Petrol,Manual,1591.0,4375.0,1475.0,2570.0,1290.0,Tubeless,17.01,121.3,154.9,5.0,16.0,Hyderabad
Sedan,120000,2,Hyundai,Hyundai Xcent,2017,390000.0,Diesel,Manual,1186.0,3995.0,1520.0,2425.0,1100.0,Tubeless,25.4,73.97,190.24,5.0,15.697549201633866,Hyderabad
Sedan,89205,2,Honda,Honda City,2013,517000.0,Petrol,Manual,1497.0,4440.0,1485.0,2550.0,1095.0,TubelessRadial,16.8,116.3,146.0,5.0,15.0,Hyderabad
SUV,50000,1,Hyundai,Hyundai Venue,2020,999000.0,Petrol,Manual,998.0,3995.0,1605.0,2500.0,1320.0,Radial,18.0,118.35,171.6,5.0,15.697549201633866,Hyderabad
Hatchback,80000,1,Maruti,Maruti Baleno,2018,740000.0,Petrol,Automatic,1197.0,3995.0,1510.0,2520.0,935.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Hyderabad
SUV,29000,1,MG,MG Hector,2020,1650000.0,Diesel,Manual,1956.0,4655.0,1760.0,2750.0,1860.0,Radial,17.41,167.68,350.0,5.0,17.0,Hyderabad
SUV,90000,1,BMW,BMW X1,2012,1320000.0,Diesel,Automatic,1995.0,4477.0,1545.0,2760.0,1485.0,TubelessRadial,17.05,184.0,380.0,5.0,17.0,Hyderabad
Sedan,120000,1,Tata,Tata Manza,2011,220000.00000000003,Diesel,Manual,1248.0,4413.0,1550.0,2520.0,12001210.0,TubelessRadial,21.12,88.8,200.0,5.0,15.0,Hyderabad
Hatchback,100000,2,Fiat,Fiat Avventura,2015,420000.0,Diesel,Manual,1248.0,3989.0,1542.0,2510.0,1255.0,TubelessRadial,20.5,91.72,209.0,5.0,16.0,Hyderabad
Hatchback,56962,1,Maruti,Maruti Baleno,2017,550000.0,Petrol,Automatic,1197.0,3995.0,1510.0,2520.0,920.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Hyderabad
Sedan,90000,1,Skoda,Skoda Rapid,2015,550000.0,Diesel,Automatic,1498.0,4386.0,1466.0,2552.0,1182.0,TubelessRadial,21.66,103.52,250.0,5.0,15.0,Hyderabad
Hatchback,101739,1,Volkswagen,Volkswagen Polo,2018,501999.99999999994,Petrol,Manual,999.0,3971.0,1469.0,2469.0,1030.0,TubelessRadial,17.74,75.1,95.0,5.0,15.0,Hyderabad
Hatchback,69049,1,Tata,Tata Tiago,2019,552000.0,Petrol,Manual,1199.0,3746.0,1535.0,2400.0,1012.0,Tubeless,23.84,83.83,114.0,5.0,15.0,Hyderabad
SUV,110000,1,Maruti,Maruti Vitara Brezza,2018,830000.0000000001,Diesel,Manual,1248.0,3995.0,1640.0,2500.0,1190.0,TubelessRadial,24.3,88.5,200.0,5.0,16.0,Hyderabad
Sedan,56242,1,Honda,Honda Amaze,2017,579000.0,Petrol,Manual,1199.0,3995.0,1501.0,2470.0,924.0,TubelessRadial,19.5,88.76,110.0,5.0,14.0,Hyderabad
SUV,124281,1,Mahindra,Mahindra XUV500,2018,1215000.0,Diesel,Manual,1997.0,4585.0,1785.0,2700.0,2000.0,TubelessRadial,16.0,140.0,320.0,7.0,17.0,Hyderabad
SUV,38000,1,Hyundai,Hyundai Venue,2019,950000.0,Petrol,Manual,998.0,3995.0,1605.0,2500.0,1340.0,Radial,18.27,118.35,171.6,5.0,16.0,Hyderabad
SUV,84249,1,Mahindra,Mahindra Scorpio,2018,1021000.0000000001,Diesel,Manual,2179.0,4456.0,1995.0,2680.0,1725.0,TubelessRadial,18.9,136.78,319.0,7.0,15.697549201633866,Hyderabad
Sedan,45000,1,BMW,BMW 3 Series,2018,2595000.0,Diesel,Automatic,1995.0,4633.0,1429.0,2810.0,1570.0,TubelessRadial,22.69,190.0,400.0,5.0,17.0,Hyderabad
Sedan,122117,2,Maruti,Maruti Swift Dzire,2013,421000.0,Petrol,Manual,1197.0,3995.0,1515.0,2450.0,880915.0,TubelessRadial,22.41,88.5,113.0,5.0,15.697549201633866,Hyderabad
SUV,108632,1,Ford,Ford Ecosport,2019,869999.9999999999,Diesel,Manual,1498.0,3998.0,1647.0,2519.0,1304.0,TubelessRadial,23.0,98.96,205.0,5.0,16.0,Hyderabad
Sedan,10700,1,BMW,BMW 5 Series,2017,4500000.0,Diesel,Automatic,1995.0,4907.0,1464.0,2968.0,1570.0,TubelessRadial,18.12,190.0,400.0,5.0,17.0,Hyderabad
SUV,116988,1,Ford,Ford Ecosport,2017,677000.0,Diesel,Manual,1498.0,3999.0,1708.0,2520.0,1240.0,TubelessRadial,22.77,98.59,205.0,5.0,16.0,Hyderabad
Sedan,60000,1,Honda,Honda City,2014,725000.0,Petrol,Automatic,1497.0,4440.0,1495.0,2600.0,1085.0,TubelessRadial,18.0,117.3,145.0,5.0,15.0,Hyderabad
Sedan,120000,1,Honda,Honda Amaze,2018,650000.0,Diesel,Manual,1498.0,3990.0,1505.0,2405.0,1065.0,TubelessRadial,25.8,98.6,200.0,5.0,14.0,Hyderabad
SUV,92000,1,Hyundai,Hyundai Creta,2016,980000.0000000001,Diesel,Manual,1582.0,4270.0,1630.0,2590.0,1280.0,Tubeless,19.67,126.2,259.9,5.0,16.0,Hyderabad
MUV,80000,1,Mahindra,Mahindra Marazzo,2019,1100000.0,Diesel,Manual,1497.0,4585.0,1774.0,2760.0,1650.0,TubelessRadial,17.3,121.0,300.0,7.0,15.697549201633866,Hyderabad
Sedan,90000,2,Toyota,Toyota Corolla Altis,2009,290000.0,CNG,Manual,1798.0,4540.0,1480.0,2600.0,11801270.0,TubelessRadial,14.53,138.0,173.0,5.0,15.0,Hyderabad
Hatchback,110000,2,Skoda,Skoda Fabia,2014,350000.0,Diesel,Manual,1199.0,4000.0,1522.0,2465.0,1152.0,TubelessRadial,20.86,75.0,180.0,5.0,15.0,Hyderabad
Hatchback,70000,1,Nissan,Nissan Micra,2011,290000.0,Petrol,Manual,1198.0,3780.0,1530.0,2450.0,930.0,TubelessRadial,18.06,75.0,104.0,5.0,14.0,Hyderabad
Hatchback,72761,1,Tata,Tata Tiago,2018,590000.0,Diesel,Manual,1047.0,3746.0,1535.0,2400.0,1080.0,Tubeless,27.28,69.0,140.0,5.0,14.0,Hyderabad
